chrom1,start1,end1,genes1,idx1,chrom2,start2,end2,genes2,idx2
chr7,19100000,19200000,"TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3",91,chr7,27200000,27300000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96
chr7,20700000,20800000,SP8,92,chr7,27200000,27300000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96
chr7,23400000,23500000,IGF2BP3,93,chr7,27200000,27300000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96
chr7,25800000,25900000,,94,chr7,27200000,27300000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96
chr7,25900000,26000000,MIR148A,95,chr7,27200000,27300000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96
chr7,1200000,1300000,UNCX,90,chr7,35200000,35300000,"TBX20,AC009531.1",97
chr7,19100000,19200000,"TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3",91,chr7,35200000,35300000,"TBX20,AC009531.1",97
chr7,20700000,20800000,SP8,92,chr7,35200000,35300000,"TBX20,AC009531.1",97
chr7,23400000,23500000,IGF2BP3,93,chr7,35200000,35300000,"TBX20,AC009531.1",97
chr7,25800000,25900000,,94,chr7,35200000,35300000,"TBX20,AC009531.1",97
chr7,25900000,26000000,MIR148A,95,chr7,35200000,35300000,"TBX20,AC009531.1",97
chr7,27000000,27100000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96,chr7,35200000,35300000,"TBX20,AC009531.1",97
chr7,27100000,27200000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96,chr7,35200000,35300000,"TBX20,AC009531.1",97
chr7,27200000,27300000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96,chr7,35200000,35300000,"TBX20,AC009531.1",97
chr7,1200000,1300000,UNCX,90,chr7,97000000,97100000,"DLX5,DLX6,DLX6-AS1",98
chr7,19100000,19200000,"TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3",91,chr7,97000000,97100000,"DLX5,DLX6,DLX6-AS1",98
chr7,20700000,20800000,SP8,92,chr7,97000000,97100000,"DLX5,DLX6,DLX6-AS1",98
chr7,23400000,23500000,IGF2BP3,93,chr7,97000000,97100000,"DLX5,DLX6,DLX6-AS1",98
chr7,25800000,25900000,,94,chr7,97000000,97100000,"DLX5,DLX6,DLX6-AS1",98
chr7,25900000,26000000,MIR148A,95,chr7,97000000,97100000,"DLX5,DLX6,DLX6-AS1",98
chr7,27000000,27100000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96,chr7,97000000,97100000,"DLX5,DLX6,DLX6-AS1",98
chr7,27100000,27200000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96,chr7,97000000,97100000,"DLX5,DLX6,DLX6-AS1",98
chr7,27200000,27300000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96,chr7,97000000,97100000,"DLX5,DLX6,DLX6-AS1",98
chr7,35200000,35300000,"TBX20,AC009531.1",97,chr7,97000000,97100000,"DLX5,DLX6,DLX6-AS1",98
chr7,1200000,1300000,UNCX,90,chr7,122200000,122300000,"FEZF1,FEZF1-AS1",99
chr7,19100000,19200000,"TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3",91,chr7,122200000,122300000,"FEZF1,FEZF1-AS1",99
chr7,20700000,20800000,SP8,92,chr7,122200000,122300000,"FEZF1,FEZF1-AS1",99
chr7,23400000,23500000,IGF2BP3,93,chr7,122200000,122300000,"FEZF1,FEZF1-AS1",99
chr7,25800000,25900000,,94,chr7,122200000,122300000,"FEZF1,FEZF1-AS1",99
chr7,25900000,26000000,MIR148A,95,chr7,122200000,122300000,"FEZF1,FEZF1-AS1",99
chr7,27000000,27100000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96,chr7,122200000,122300000,"FEZF1,FEZF1-AS1",99
chr7,27100000,27200000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96,chr7,122200000,122300000,"FEZF1,FEZF1-AS1",99
chr7,27200000,27300000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96,chr7,122200000,122300000,"FEZF1,FEZF1-AS1",99
chr7,35200000,35300000,"TBX20,AC009531.1",97,chr7,122200000,122300000,"FEZF1,FEZF1-AS1",99
chr7,97000000,97100000,"DLX5,DLX6,DLX6-AS1",98,chr7,122200000,122300000,"FEZF1,FEZF1-AS1",99
chr7,1200000,1300000,UNCX,90,chr7,155400000,155500000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,19100000,19200000,"TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3",91,chr7,155400000,155500000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,20700000,20800000,SP8,92,chr7,155400000,155500000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,23400000,23500000,IGF2BP3,93,chr7,155400000,155500000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,25800000,25900000,,94,chr7,155400000,155500000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,25900000,26000000,MIR148A,95,chr7,155400000,155500000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,27000000,27100000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96,chr7,155400000,155500000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,27100000,27200000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96,chr7,155400000,155500000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,27200000,27300000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96,chr7,155400000,155500000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,35200000,35300000,"TBX20,AC009531.1",97,chr7,155400000,155500000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,97000000,97100000,"DLX5,DLX6,DLX6-AS1",98,chr7,155400000,155500000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,122200000,122300000,"FEZF1,FEZF1-AS1",99,chr7,155400000,155500000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,1200000,1300000,UNCX,90,chr7,155500000,155600000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,19100000,19200000,"TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3",91,chr7,155500000,155600000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,20700000,20800000,SP8,92,chr7,155500000,155600000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,23400000,23500000,IGF2BP3,93,chr7,155500000,155600000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,25800000,25900000,,94,chr7,155500000,155600000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,25900000,26000000,MIR148A,95,chr7,155500000,155600000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,27000000,27100000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96,chr7,155500000,155600000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,27100000,27200000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96,chr7,155500000,155600000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,27200000,27300000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96,chr7,155500000,155600000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,35200000,35300000,"TBX20,AC009531.1",97,chr7,155500000,155600000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,97000000,97100000,"DLX5,DLX6,DLX6-AS1",98,chr7,155500000,155600000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,122200000,122300000,"FEZF1,FEZF1-AS1",99,chr7,155500000,155600000,"EN2,CNPY1,AC008060.3,AC008060.2",100
chr7,1200000,1300000,UNCX,90,chr7,157000000,157100000,"MNX1,MNX1-AS1",101
chr7,19100000,19200000,"TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3",91,chr7,157000000,157100000,"MNX1,MNX1-AS1",101
chr7,20700000,20800000,SP8,92,chr7,157000000,157100000,"MNX1,MNX1-AS1",101
chr7,23400000,23500000,IGF2BP3,93,chr7,157000000,157100000,"MNX1,MNX1-AS1",101
chr7,25800000,25900000,,94,chr7,157000000,157100000,"MNX1,MNX1-AS1",101
chr7,25900000,26000000,MIR148A,95,chr7,157000000,157100000,"MNX1,MNX1-AS1",101
chr7,27000000,27100000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96,chr7,157000000,157100000,"MNX1,MNX1-AS1",101
chr7,27100000,27200000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96,chr7,157000000,157100000,"MNX1,MNX1-AS1",101
chr7,27200000,27300000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96,chr7,157000000,157100000,"MNX1,MNX1-AS1",101
chr7,35200000,35300000,"TBX20,AC009531.1",97,chr7,157000000,157100000,"MNX1,MNX1-AS1",101
chr7,97000000,97100000,"DLX5,DLX6,DLX6-AS1",98,chr7,157000000,157100000,"MNX1,MNX1-AS1",101
chr7,122200000,122300000,"FEZF1,FEZF1-AS1",99,chr7,157000000,157100000,"MNX1,MNX1-AS1",101
chr7,155400000,155500000,"EN2,CNPY1,AC008060.3,AC008060.2",100,chr7,157000000,157100000,"MNX1,MNX1-AS1",101
chr7,155500000,155600000,"EN2,CNPY1,AC008060.3,AC008060.2",100,chr7,157000000,157100000,"MNX1,MNX1-AS1",101
chr14,36400000,36500000,SFTA3,157,chr14,37500000,37600000,"FOXA1,TTC6",159
chr14,36600000,36700000,"PAX9,AL079303.1",158,chr14,37500000,37600000,"FOXA1,TTC6",159
chr14,36400000,36500000,SFTA3,157,chr14,56800000,56900000,OTX2,160
chr14,36600000,36700000,"PAX9,AL079303.1",158,chr14,56800000,56900000,OTX2,160
chr14,37500000,37600000,"FOXA1,TTC6",159,chr14,56800000,56900000,OTX2,160
chr14,36400000,36500000,SFTA3,157,chr14,60500000,60600000,"SIX6,C14orf39,AL049874.3",161
chr14,36600000,36700000,"PAX9,AL079303.1",158,chr14,60500000,60600000,"SIX6,C14orf39,AL049874.3",161
chr14,37500000,37600000,"FOXA1,TTC6",159,chr14,60500000,60600000,"SIX6,C14orf39,AL049874.3",161
chr14,56800000,56900000,OTX2,160,chr14,60500000,60600000,"SIX6,C14orf39,AL049874.3",161
chr14,36400000,36500000,SFTA3,157,chr14,60600000,60700000,"SIX1,SALRNA1",162
chr14,36600000,36700000,"PAX9,AL079303.1",158,chr14,60600000,60700000,"SIX1,SALRNA1",162
chr14,37500000,37600000,"FOXA1,TTC6",159,chr14,60600000,60700000,"SIX1,SALRNA1",162
chr14,56800000,56900000,OTX2,160,chr14,60600000,60700000,"SIX1,SALRNA1",162
chr14,36400000,36500000,SFTA3,157,chr14,61200000,61300000,"TMEM30B,PRKCH",163
chr14,36600000,36700000,"PAX9,AL079303.1",158,chr14,61200000,61300000,"TMEM30B,PRKCH",163
chr14,37500000,37600000,"FOXA1,TTC6",159,chr14,61200000,61300000,"TMEM30B,PRKCH",163
chr14,56800000,56900000,OTX2,160,chr14,61200000,61300000,"TMEM30B,PRKCH",163
chr14,60500000,60600000,"SIX6,C14orf39,AL049874.3",161,chr14,61200000,61300000,"TMEM30B,PRKCH",163
chr14,60600000,60700000,"SIX1,SALRNA1",162,chr14,61200000,61300000,"TMEM30B,PRKCH",163
chr14,36400000,36500000,SFTA3,157,chr14,94700000,94800000,"GSC,AL121612.2",164
chr14,36600000,36700000,"PAX9,AL079303.1",158,chr14,94700000,94800000,"GSC,AL121612.2",164
chr14,37500000,37600000,"FOXA1,TTC6",159,chr14,94700000,94800000,"GSC,AL121612.2",164
chr14,56800000,56900000,OTX2,160,chr14,94700000,94800000,"GSC,AL121612.2",164
chr14,60500000,60600000,"SIX6,C14orf39,AL049874.3",161,chr14,94700000,94800000,"GSC,AL121612.2",164
chr14,60600000,60700000,"SIX1,SALRNA1",162,chr14,94700000,94800000,"GSC,AL121612.2",164
chr14,61200000,61300000,"TMEM30B,PRKCH",163,chr14,94700000,94800000,"GSC,AL121612.2",164
chr1,18600000,18700000,PAX7,0,chr1,24900000,25000000,RUNX3,1
chr1,18600000,18700000,PAX7,0,chr1,44400000,44500000,RNF220,2
chr1,24900000,25000000,RUNX3,1,chr1,44400000,44500000,RNF220,2
chr1,18600000,18700000,PAX7,0,chr1,46400000,46500000,DMBX1,3
chr1,24900000,25000000,RUNX3,1,chr1,46400000,46500000,DMBX1,3
chr1,44400000,44500000,RNF220,2,chr1,46400000,46500000,DMBX1,3
chr1,18600000,18700000,PAX7,0,chr1,47200000,47300000,"TAL1,AL135960.1",4
chr1,24900000,25000000,RUNX3,1,chr1,47200000,47300000,"TAL1,AL135960.1",4
chr1,44400000,44500000,RNF220,2,chr1,47200000,47300000,"TAL1,AL135960.1",4
chr1,46400000,46500000,DMBX1,3,chr1,47200000,47300000,"TAL1,AL135960.1",4
chr1,18600000,18700000,PAX7,0,chr1,47400000,47500000,"FOXD2,FOXD2-AS1",5
chr1,24900000,25000000,RUNX3,1,chr1,47400000,47500000,"FOXD2,FOXD2-AS1",5
chr1,44400000,44500000,RNF220,2,chr1,47400000,47500000,"FOXD2,FOXD2-AS1",5
chr1,46400000,46500000,DMBX1,3,chr1,47400000,47500000,"FOXD2,FOXD2-AS1",5
chr1,18600000,18700000,PAX7,0,chr1,47700000,47800000,,6
chr1,24900000,25000000,RUNX3,1,chr1,47700000,47800000,,6
chr1,44400000,44500000,RNF220,2,chr1,47700000,47800000,,6
chr1,46400000,46500000,DMBX1,3,chr1,47700000,47800000,,6
chr1,47200000,47300000,"TAL1,AL135960.1",4,chr1,47700000,47800000,,6
chr1,47400000,47500000,"FOXD2,FOXD2-AS1",5,chr1,47700000,47800000,,6
chr1,18600000,18700000,PAX7,0,chr1,50400000,50500000,"DMRTA2,AL049637.2",7
chr1,24900000,25000000,RUNX3,1,chr1,50400000,50500000,"DMRTA2,AL049637.2",7
chr1,44400000,44500000,RNF220,2,chr1,50400000,50500000,"DMRTA2,AL049637.2",7
chr1,46400000,46500000,DMBX1,3,chr1,50400000,50500000,"DMRTA2,AL049637.2",7
chr1,47200000,47300000,"TAL1,AL135960.1",4,chr1,50400000,50500000,"DMRTA2,AL049637.2",7
chr1,47400000,47500000,"FOXD2,FOXD2-AS1",5,chr1,50400000,50500000,"DMRTA2,AL049637.2",7
chr1,47700000,47800000,,6,chr1,50400000,50500000,"DMRTA2,AL049637.2",7
chr1,18600000,18700000,PAX7,0,chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8
chr1,24900000,25000000,RUNX3,1,chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8
chr1,44400000,44500000,RNF220,2,chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8
chr1,46400000,46500000,DMBX1,3,chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8
chr1,47200000,47300000,"TAL1,AL135960.1",4,chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8
chr1,47400000,47500000,"FOXD2,FOXD2-AS1",5,chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8
chr1,47700000,47800000,,6,chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8
chr1,50400000,50500000,"DMRTA2,AL049637.2",7,chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8
chr1,18600000,18700000,PAX7,0,chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9
chr1,24900000,25000000,RUNX3,1,chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9
chr1,44400000,44500000,RNF220,2,chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9
chr1,46400000,46500000,DMBX1,3,chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9
chr1,47200000,47300000,"TAL1,AL135960.1",4,chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9
chr1,47400000,47500000,"FOXD2,FOXD2-AS1",5,chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9
chr1,47700000,47800000,,6,chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9
chr1,50400000,50500000,"DMRTA2,AL049637.2",7,chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9
chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8,chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9
chr1,18600000,18700000,PAX7,0,chr1,90700000,90800000,BARHL2,10
chr1,24900000,25000000,RUNX3,1,chr1,90700000,90800000,BARHL2,10
chr1,44400000,44500000,RNF220,2,chr1,90700000,90800000,BARHL2,10
chr1,46400000,46500000,DMBX1,3,chr1,90700000,90800000,BARHL2,10
chr1,47200000,47300000,"TAL1,AL135960.1",4,chr1,90700000,90800000,BARHL2,10
chr1,47400000,47500000,"FOXD2,FOXD2-AS1",5,chr1,90700000,90800000,BARHL2,10
chr1,47700000,47800000,,6,chr1,90700000,90800000,BARHL2,10
chr1,50400000,50500000,"DMRTA2,AL049637.2",7,chr1,90700000,90800000,BARHL2,10
chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8,chr1,90700000,90800000,BARHL2,10
chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9,chr1,90700000,90800000,BARHL2,10
chr1,18600000,18700000,PAX7,0,chr1,92400000,92500000,GFI1,11
chr1,24900000,25000000,RUNX3,1,chr1,92400000,92500000,GFI1,11
chr1,44400000,44500000,RNF220,2,chr1,92400000,92500000,GFI1,11
chr1,46400000,46500000,DMBX1,3,chr1,92400000,92500000,GFI1,11
chr1,47200000,47300000,"TAL1,AL135960.1",4,chr1,92400000,92500000,GFI1,11
chr1,47400000,47500000,"FOXD2,FOXD2-AS1",5,chr1,92400000,92500000,GFI1,11
chr1,47700000,47800000,,6,chr1,92400000,92500000,GFI1,11
chr1,50400000,50500000,"DMRTA2,AL049637.2",7,chr1,92400000,92500000,GFI1,11
chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8,chr1,92400000,92500000,GFI1,11
chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9,chr1,92400000,92500000,GFI1,11
chr1,90700000,90800000,BARHL2,10,chr1,92400000,92500000,GFI1,11
chr1,18600000,18700000,PAX7,0,chr1,118900000,119000000,"TBX15,AL139420.2",12
chr1,24900000,25000000,RUNX3,1,chr1,118900000,119000000,"TBX15,AL139420.2",12
chr1,44400000,44500000,RNF220,2,chr1,118900000,119000000,"TBX15,AL139420.2",12
chr1,46400000,46500000,DMBX1,3,chr1,118900000,119000000,"TBX15,AL139420.2",12
chr1,47200000,47300000,"TAL1,AL135960.1",4,chr1,118900000,119000000,"TBX15,AL139420.2",12
chr1,47400000,47500000,"FOXD2,FOXD2-AS1",5,chr1,118900000,119000000,"TBX15,AL139420.2",12
chr1,47700000,47800000,,6,chr1,118900000,119000000,"TBX15,AL139420.2",12
chr1,50400000,50500000,"DMRTA2,AL049637.2",7,chr1,118900000,119000000,"TBX15,AL139420.2",12
chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8,chr1,118900000,119000000,"TBX15,AL139420.2",12
chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9,chr1,118900000,119000000,"TBX15,AL139420.2",12
chr1,90700000,90800000,BARHL2,10,chr1,118900000,119000000,"TBX15,AL139420.2",12
chr1,92400000,92500000,GFI1,11,chr1,118900000,119000000,"TBX15,AL139420.2",12
chr1,18600000,18700000,PAX7,0,chr1,161400000,161500000,,203
chr1,24900000,25000000,RUNX3,1,chr1,161400000,161500000,,203
chr1,44400000,44500000,RNF220,2,chr1,161400000,161500000,,203
chr1,46400000,46500000,DMBX1,3,chr1,161400000,161500000,,203
chr1,47200000,47300000,"TAL1,AL135960.1",4,chr1,161400000,161500000,,203
chr1,47400000,47500000,"FOXD2,FOXD2-AS1",5,chr1,161400000,161500000,,203
chr1,47700000,47800000,,6,chr1,161400000,161500000,,203
chr1,50400000,50500000,"DMRTA2,AL049637.2",7,chr1,161400000,161500000,,203
chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8,chr1,161400000,161500000,,203
chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9,chr1,161400000,161500000,,203
chr1,90700000,90800000,BARHL2,10,chr1,161400000,161500000,,203
chr1,92400000,92500000,GFI1,11,chr1,161400000,161500000,,203
chr1,118900000,119000000,"TBX15,AL139420.2",12,chr1,161400000,161500000,,203
chr1,18600000,18700000,PAX7,0,chr1,165300000,165400000,LMX1A,13
chr1,24900000,25000000,RUNX3,1,chr1,165300000,165400000,LMX1A,13
chr1,44400000,44500000,RNF220,2,chr1,165300000,165400000,LMX1A,13
